route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_color,route_text_color
"25-413-sj2-1","2438","413","Campsie to City Martin Place via Canterbury","Sydney Buses Network","3","00B5EF","FFFFFF"
"25-415-sj2-1","2438","415","Chiswick to Campsie","Sydney Buses Network","3","00B5EF","FFFFFF"
"25-418-sj2-1","2438","418","Bondi Junction to Burwood","Sydney Buses Network","3","00B5EF","FFFFFF"
"25-422-sj2-1","2438","422","Kogarah to City Martin Place","Sydney Buses Network","3","00B5EF","FFFFFF"
"25-423-sj2-1","2438","423","Kingsgrove to City Martin Place","Sydney Buses Network","3","00B5EF","FFFFFF"
"25-425-sj2-1","2438","425","Tempe to Dulwich Hill","Sydney Buses Network","3","00B5EF","FFFFFF"
"25-426-sj2-1","2438","426","Dulwich Hill to City Martin Place","Sydney Buses Network","3","00B5EF","FFFFFF"
"25-428-sj2-1","2438","428","Canterbury to City Martin Place","Sydney Buses Network","3","00B5EF","FFFFFF"
"25-430-sj2-1","2438","430","Kogarah to Kogarah Bay (Loop Service)","Sydney Buses Network","3","00B5EF","FFFFFF"
"25-431-sj2-1","2438","431","Glebe Point to City Martin Place","Sydney Buses Network","3","00B5EF","FFFFFF"
"25-433-sj2-1","2438","433","Balmain to Central Pitt St","Sydney Buses Network","3","00B5EF","FFFFFF"
"25-436-sj2-1","2438","436","Chiswick to Central Pitt St","Sydney Buses Network","3","00B5EF","FFFFFF"
"25-437-sj2-1","2438","437","Chiswick Wharf to Abbotsford Wharf","Sydney Buses Network","3","00B5EF","FFFFFF"
"25-438-sj2-1","2438","438","Abbotsford to City Martin Place","Sydney Buses Network","3","00B5EF","FFFFFF"
"25-439-sj2-1","2438","439","Mortlake to City Martin Place","Sydney Buses Network","3","00B5EF","FFFFFF"
"25-440-sj2-1","2438","440","Bronte to Rozelle","Sydney Buses Network","3","00B5EF","FFFFFF"
"25-441-sj2-1","2438","441","Birchgrove to City Art Gallery via QVB","Sydney Buses Network","3","00B5EF","FFFFFF"
"25-442-sj2-1","2438","442","Balmain East Wharf to City QVB","Sydney Buses Network","3","00B5EF","FFFFFF"
"25-444-sj2-1","2438","444","Campsie to Balmain East Wharf","Sydney Buses Network","3","00B5EF","FFFFFF"
"25-445-sj2-1","2438","445","Campsie to Balmain East Wharf via Lilyfield LR","Sydney Buses Network","3","00B5EF","FFFFFF"
"25-460-sj2-1","2438","460","Concord Hospital to Five Dock via Canada Bay","Sydney Buses Network","3","00B5EF","FFFFFF"
"25-461-sj2-1","2438","461","Burwood to City Domain","Sydney Buses Network","3","00B5EF","FFFFFF"
"25-462-sj2-1","2438","462","Mortlake to Ashfield","Sydney Buses Network","3","00B5EF","FFFFFF"
"25-463-sj2-1","2438","463","Bayview Park to Burwood","Sydney Buses Network","3","00B5EF","FFFFFF"
"25-464-sj2-1","2438","464","Mortlake to Ashfield","Sydney Buses Network","3","00B5EF","FFFFFF"
"25-466-sj2-1","2438","466","Cabarita Park to Ashfield","Sydney Buses Network","3","00B5EF","FFFFFF"
"25-470-sj2-1","2438","470","Lilyfield to City Martin Place","Sydney Buses Network","3","00B5EF","FFFFFF"
"25-473-sj2-1","2438","473","Rockdale to Campsie","Sydney Buses Network","3","00B5EF","FFFFFF"
"25-476-sj2-1","2438","476","Rockdale to Dolls Point (Loop Service)","Sydney Buses Network","3","00B5EF","FFFFFF"
"25-477-sj2-1","2438","477","Miranda to Rockdale","Sydney Buses Network","3","00B5EF","FFFFFF"
"25-478-sj2-1","2438","478","Miranda to Rockdale via Ramsgate","Sydney Buses Network","3","00B5EF","FFFFFF"
"25-479-sj2-1","2438","479","Rockdale to Kyeemagh (Loop Service)","Sydney Buses Network","3","00B5EF","FFFFFF"
"25-480-sj2-1","2438","480","Strathfield to Central Pitt St","Sydney Buses Network","3","00B5EF","FFFFFF"
"25-483-sj2-1","2438","483","Strathfield to Central Pitt St via ACU Strathfield","Sydney Buses Network","3","00B5EF","FFFFFF"
"25-487-sj2-1","2438","487","Bankstown Central to Canterbury","Sydney Buses Network","3","00B5EF","FFFFFF"
"25-490-sj2-1","2438","490","Hurstville to Drummoyne","Sydney Buses Network","3","00B5EF","FFFFFF"
"25-491-sj2-1","2438","491","Hurstville to Five Dock","Sydney Buses Network","3","00B5EF","FFFFFF"
"25-492-sj2-1","2438","492","Rockdale to Drummoyne","Sydney Buses Network","3","00B5EF","FFFFFF"
"25-493-sj2-1","2438","493","Roselands to Rockdale","Sydney Buses Network","3","00B5EF","FFFFFF"
"25-495-sj2-1","2438","495","Kingsgrove to Bexley North","Sydney Buses Network","3","00B5EF","FFFFFF"
"25-502-sj2-1","2438","502","Five Dock to City Town Hall","Sydney Buses Network","3","00B5EF","FFFFFF"
"25-504-sj2-1","2438","504","Chiswick to City Domain","Sydney Buses Network","3","00B5EF","FFFFFF"
"25-508-sj2-1","2438","508","Drummoyne to City Town Hall","Sydney Buses Network","3","00B5EF","FFFFFF"
"25-526-sj2-1","2438","526","Rhodes Shopping Centre to Burwood","Sydney Buses Network","3","00B5EF","FFFFFF"
"25-L23-sj2-1","2438","L23","PrePay Only - Kingsgrove to City Martin Place (Limited Stops)","Sydney Buses Network","3","00B5EF","FFFFFF"
"25-L28-sj2-1","2438","L28","PrePay Only - Canterbury to City Martin Place (Limited Stops)","Sydney Buses Network","3","00B5EF","FFFFFF"
"25-L37-sj2-1","2438","L37","Haberfield to City Town Hall (Limited Stops)","Sydney Buses Network","3","00B5EF","FFFFFF"
"25-L38-sj2-1","2438","L38","PrePay Only - Abbotsford to City Martin Place (Limited Stops)","Sydney Buses Network","3","00B5EF","FFFFFF"
"25-L39-sj2-1","2438","L39","PrePay Only - Mortlake to City Martin Place (Limited Stops)","Sydney Buses Network","3","00B5EF","FFFFFF"
"25-M20-sj2-1","2438","M20","Prepay Only - Botany to Gore Hill","Sydney Buses Network","3","00B5EF","FFFFFF"
"25-M30-sj2-1","2438","M30","Prepay Only - Sydenham to Mosman","Sydney Buses Network","3","00B5EF","FFFFFF"
"25-M41-sj2-1","2438","M41","Macquarie Park to Hurstville","Sydney Buses Network","3","00B5EF","FFFFFF"
"25-X04-sj2-1","2438","X04","PrePay Only - City to Chiswick (Express)","Sydney Buses Network","3","00B5EF","FFFFFF"
"25-X25-sj2-1","2438","X25","Sydney Olympic Park to Strathfield","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-140-sj2-1","2439","140","Epping to Manly Wharf via Macquarie University","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-202-sj2-1","2439","202","Northbridge to City Bridge St via North Sydney","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-203-sj2-1","2439","203","Castlecrag to North Sydney","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-204-sj2-1","2439","204","PrePay Only - Northbridge to City Bridge St (Freeway)","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-205-sj2-1","2439","205","PrePay Only - East Willoughby to City Bridge St (Freeway)","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-206-sj2-1","2439","206","East Lindfield to City Gresham St via Freeway","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-207-sj2-1","2439","207","East Lindfield to City Gresham St via North Sydney","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-208-sj2-1","2439","208","East Lindfield to City Gresham St via Northbridge and North Sydney","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-209-sj2-1","2439","209","East Lindfield to Milsons Point via Nth Sydney","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-251-sj2-1","2439","251","Lane Cove West to City Wynyard via Freeway","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-252-sj2-1","2439","252","Lane Cove West to City King Street Wharf via North Sydney","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-253-sj2-1","2439","253","Riverview to City Wynyard via Freeway","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-254-sj2-1","2439","254","Riverview to McMahons Point","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-255-sj2-1","2439","255","Colwell Cres and Beaconsfield Rd to Chatswood","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-256-sj2-1","2439","256","Chatswood to Fullers Rd (Loop Service)","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-257-sj2-1","2439","257","Balmoral to Chatswood via Crows Nest","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-258-sj2-1","2439","258","Lane Cove West to Chatswood","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-261-sj2-1","2439","261","Chatswood to City King St Wharf via Longueville","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-265-sj2-1","2439","265","Lane Cove to McMahons Point via Greenwich","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-267-sj2-1","2439","267","Chatswood to Crows Nest","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-272-sj2-1","2439","272","PrePay Only - North Willoughby to City Wynyard","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-275-sj2-1","2439","275","Chatswood to Castlecrag","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-285-sj2-1","2439","285","Lane Cove West to City Wynyard via Freeway","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-286-sj2-1","2439","286","Denistone East to Milsons Point via St Leonards and North Sydney","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-287-sj2-1","2439","287","Ryde to Milsons Point via St Leonards and North Sydney","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-288-sj2-1","2439","288","Epping to City Erskine St","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-289-sj2-1","2439","289","Lane Cove West to City Wynyard via Freeway","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-290-sj2-1","2439","290","Epping to City Erskine St via Macquarie University and North Sydney","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-291-sj2-1","2439","291","Epping to McMahons Pt","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-292-sj2-1","2439","292","Marsfield to City Erskine St via Macquarie Park","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-293-sj2-1","2439","293","Prepay Only - Marsfield to City Wynyard","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-294-sj2-1","2439","294","Macquarie University to City Wynyard","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-295-sj2-1","2439","295","North Epping to Macquarie Centre","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-297-sj2-1","2439","297","PrePay Only - Denistone East to City Wynyard via Lane Cove Tunnel","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-458-sj2-1","2439","458","Macquarie University to Burwood via Ryde and Strathfield","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-459-sj2-1","2439","459","Macquarie University to Strathfield via Ryde","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-500-sj2-1","2439","500","Ryde to City Circular Quay","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-501-sj2-1","2439","501","West Ryde to Central Pitt St via Pyrmont and Ultimo","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-505-sj2-1","2439","505","Woolwich to City Town Hall","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-506-sj2-1","2439","506","Macquarie University to City Domain via East Ryde","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-507-sj2-1","2439","507","Macquarie University to City Circular Quay via Putney","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-510-sj2-1","2439","510","Ryde to City Town Hall","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-513-sj2-1","2439","513","Carlingford to Meadowbank Wharf via West Ryde","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-515-sj2-1","2439","515","Eastwood to City Circular Quay","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-518-sj2-1","2439","518","Macquarie University to City Circular Quay","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-520-sj2-1","2439","520","Parramatta to City Circular Quay via West Ryde","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-521-sj2-1","2439","521","Parramatta to Eastwood","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-523-sj2-1","2439","523","Parramatta to West Ryde","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-524-sj2-1","2439","524","Parramatta to Ryde via West Ryde","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-525-sj2-1","2439","525","Parramatta to Burwood via Sydney Olympic Park","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-533-sj2-1","2439","533","Sydney Olympic Park to Chatswood via Rhodes and North Ryde","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-534-sj2-1","2439","534","West Ryde to Chatswood via North Ryde","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-536-sj2-1","2439","536","Gladesville to Chatswood via Hunters Hill","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-538-sj2-1","2439","538","Gladesville to Woolwich","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-540-sj2-1","2439","540","Auburn to Silverwater Remand Centre","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-541-sj2-1","2439","541","Epping to Eastwood","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-543-sj2-1","2439","543","Eastwood to West Ryde","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-544-sj2-1","2439","544","Auburn to Macquarie Centre via Eastwood","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-545-sj2-1","2439","545","Parramatta to Chatswood via Eastwood and Macquarie Centre","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-546-sj2-1","2439","546","Parramatta to Epping via Oatlands and North Rocks","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-547-sj2-1","2439","547","Parramatta to Macarthur St (Loop Service)","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-549-sj2-1","2439","549","Parramatta to Epping via North Rocks","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-550-sj2-1","2439","550","Chatswood to Parramatta via Macquarie Park","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-551-sj2-1","2439","551","Eastwood to Busaco Rd","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-552-sj2-1","2439","552","Parramatta to Oatlands","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-553-sj2-1","2439","553","North Rocks to Beecroft","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-M40-sj2-1","2439","M40","Prepay Only - Bondi Junction to Chatswood","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-M52-sj2-1","2439","M52","Parramatta to City Circular Quay","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-M54-sj2-1","2439","M54","Parramatta to Macquarie Park via Epping","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-X00-sj2-1","2439","X00","PrePay Only - City to Ryde (Limited Stops)","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-X06-sj2-1","2439","X06","PrePay Only - City to East Ryde (Express)","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-X15-sj2-1","2439","X15","City Town Hall to Eastwood","Sydney Buses Network","3","00B5EF","FFFFFF"
"26-X18-sj2-1","2439","X18","PrePay Only - City to Denistone East (Express)","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-130-sj2-1","2440","130","Manly to Beacon Hill and Dee Why (Loop Service)","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-131-sj2-1","2440","131","Manly to Seaforth and North Balgowlah (Loop Service)","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-132-sj2-1","2440","132","Warringah Mall to Manly via North Balgowlah","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-135-sj2-1","2440","135","North Head to Warringah Mall via Manly","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-136-sj2-1","2440","136","Chatswood to Manly","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-137-sj2-1","2440","137","Chatswood to Bantry Bay","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-139-sj2-1","2440","139","Warringah Mall to Manly via South Curl Curl","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-142-sj2-1","2440","142","Allambie to Manly","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-143-sj2-1","2440","143","Manly to Chatswood via Balgowlah and St Leonards","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-144-sj2-1","2440","144","Manly to Chatswood via Royal North Shore Hospital","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-145-sj2-1","2440","145","Warringah Mall to Seaforth","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-151-sj2-1","2440","151","Mona Vale to City QVB","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-153-sj2-1","2440","153","Wheeler Heights to Warringah Mall","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-155-sj2-1","2440","155","Bayview Garden Village to Manly","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-156-sj2-1","2440","156","McCarrs Creek to Manly","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-158-sj2-1","2440","158","Cromer to Manly","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-159-sj2-1","2440","159","Dee Why to Manly","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-168-sj2-1","2440","168","North Balgowlah to Milsons Point and City Wynyard","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-169-sj2-1","2440","169","Manly to City Wynyard via Narraweena","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-171-sj2-1","2440","171","Manly to City Wynyard","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-173-sj2-1","2440","173","Narraweena to Milsons Point","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-175-sj2-1","2440","175","Milsons Point to Warringah Mall","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-178-sj2-1","2440","178","Cromer Heights to City Wynyard","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-179-sj2-1","2440","179","Wheeler Heights to City Wynyard","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-180-sj2-1","2440","180","Collaroy Plateau to City Wynyard","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-181-sj2-1","2440","181","Narrabeen to Warriewood (Loop Service)","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-182-sj2-1","2440","182","Mona Vale to Narrabeen","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-183-sj2-1","2440","183","Narrabeen to Milsons Point and City Wynyard","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-184-sj2-1","2440","184","Mona Vale to Milsons Point and City Wynyard","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-185-sj2-1","2440","185","Mona Vale to City Wynyard via Warriewood","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-187-sj2-1","2440","187","Newport to Milsons Point","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-188-sj2-1","2440","188","Avalon to Warringah mall","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-189-sj2-1","2440","189","Pittwater House School to Avalon","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-190-sj2-1","2440","190","Palm Beach to City QVB","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-191-sj2-1","2440","191","Avalon to Taylors Point (Loop Service)","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-192-sj2-1","2440","192","Avalon to Stokes Point (Loop Service)","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-201-sj2-1","2440","201","Cremorne to City Bridge St","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-225-sj2-1","2440","225","Cremorne Point Wharf to Neutral Bay Wharf","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-227-sj2-1","2440","227","Mosman Junction to Milsons Point","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-228-sj2-1","2440","228","Clifton Gardens to Milsons Point","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-229-sj2-1","2440","229","Beauty Point to Milsons Point via Balmoral Heights","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-230-sj2-1","2440","230","Mosman Wharf to Milsons Point via North Sydney","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-236-sj2-1","2440","236","South Mosman Wharf to Spit Junction","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-238-sj2-1","2440","238","Taronga Zoo Wharf to Balmoral","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-243-sj2-1","2440","243","Spit Junction to City Wynyard","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-244-sj2-1","2440","244","Chowder Bay Mosman to City Wynyard","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-245-sj2-1","2440","245","Balmoral to City Wynyard","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-246-sj2-1","2440","246","Balmoral Heights to City Wynyard","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-247-sj2-1","2440","247","Taronga Zoo to City Wynyard via Mosman Junction","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-248-sj2-1","2440","248","Seaforth to City Wynyard","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-249-sj2-1","2440","249","Beauty Point to City Wynyard","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-263-sj2-1","2440","263","Crows Nest to City Bridge St via Cremorne","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-269-sj2-1","2440","269","McMahons Point to Milsons Point via North Sydney and Kirribilli","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-E36-sj2-1","2440","E36","PrePay Only - North Curl Curl to Manly","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-E41-sj2-1","2440","E41","PrePay Only - North Balgowlah to Manly","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-E50-sj2-1","2440","E50","Manly to Milsons Point (Express Service)","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-E65-sj2-1","2440","E65","PrePay Only - South Curl Curl to City Wynyard (Express)","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-E66-sj2-1","2440","E66","Allambie to City Wynyard (Express Service)","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-E68-sj2-1","2440","E68","Brookvale to City Wynyard via North Balgowlah (Express Service)","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-E69-sj2-1","2440","E69","Manly to City Wynyard via Narraweena (Express Service)","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-E70-sj2-1","2440","E70","PrePay Only - Manly to City Wynyard (Express)","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-E71-sj2-1","2440","E71","Manly to City Wynyard via Clontarf (Express Service)","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-E76-sj2-1","2440","E76","Dee Why to City Wynyard via North Curl Curl (Express Service)","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-E77-sj2-1","2440","E77","Dee Why to City Wynyard via Wingala (Express Service)","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-E78-sj2-1","2440","E78","Cromer Heights to City Wynyard (Express Service)","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-E79-sj2-1","2440","E79","Wheeler Heights to City Wynyard (Express Service)","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-E83-sj2-1","2440","E83","Prepay Only - North Narrabeen to City Wynyard (Express)","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-E84-sj2-1","2440","E84","Mona Vale to City Wynyard (Express Service)","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-E85-sj2-1","2440","E85","Mona Vale to City Wynyard via Warriewood (Express Service)","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-E86-sj2-1","2440","E86","PrePay Only - McCarrs Creek to City Wynyard (Express)","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-E87-sj2-1","2440","E87","PrePay Only - Newport to City Wynyard (Express)","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-E88-sj2-1","2440","E88","PrePay Only - North Avalon to City Wynyard (Express)","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-E89-sj2-1","2440","E89","PrePay Only - Avalon to City (Express)","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-L60-sj2-1","2440","L60","Mona Vale to Chatswood (Limited Stops)","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-L78-sj2-1","2440","L78","Dee Why to Milsons Point (Limited Stops)","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-L80-sj2-1","2440","L80","Collaroy Plateau to City Wynyard (Limited Stops)","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-L84-sj2-1","2440","L84","Mona Vale to Milsons Point (Limited Stops)","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-L85-sj2-1","2440","L85","Mona Vale to City Wynyard via Warriewood (Limited Stops)","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-L87-sj2-1","2440","L87","Newport to Milsons Point (Limited stops)","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-L88-sj2-1","2440","L88","City Wynyard to Avalon (Limited stops)","Sydney Buses Network","3","00B5EF","FFFFFF"
"28-L90-sj2-1","2440","L90","Palm Beach to City Wynyard (Limited stops)","Sydney Buses Network","3","00B5EF","FFFFFF"
"31-200-sj2-1","2441","200","Bondi Junction to Chatswood","Sydney Buses Network","3","00B5EF","FFFFFF"
"31-300-sj2-1","2441","300","Kings Cross to Central Railway Square (NightRide Express)","Sydney Buses Network","3","00B5EF","FFFFFF"
"31-301-sj2-1","2441","301","Eastgardens to City Circular Quay via Mascot","Sydney Buses Network","3","00B5EF","FFFFFF"
"31-302-sj2-1","2441","302","Eastgardens to City Circular Quay via Kingsford","Sydney Buses Network","3","00B5EF","FFFFFF"
"31-303-sj2-1","2441","303","Sans Souci to City Circular Quay via Mascot","Sydney Buses Network","3","00B5EF","FFFFFF"
"31-305-sj2-1","2441","305","Stamford Hotel to Central Railway Square","Sydney Buses Network","3","00B5EF","FFFFFF"
"31-308-sj2-1","2441","308","Marrickville Metro to City Gresham St via Redfern","Sydney Buses Network","3","00B5EF","FFFFFF"
"31-309-sj2-1","2441","309","Port Botany Depot to Central Railway Square","Sydney Buses Network","3","00B5EF","FFFFFF"
"31-310-sj2-1","2441","310","Eastgardens to Central Railway Square via Botany Rd","Sydney Buses Network","3","00B5EF","FFFFFF"
"31-311-sj2-1","2441","311","Central Railway Square to Millers Point via Darlinghurst and Potts Point","Sydney Buses Network","3","00B5EF","FFFFFF"
"31-313-sj2-1","2441","313","Coogee to Bondi Junction via Carrington Rd","Sydney Buses Network","3","00B5EF","FFFFFF"
"31-314-sj2-1","2441","314","Coogee to Bondi Junction via Randwick Junction","Sydney Buses Network","3","00B5EF","FFFFFF"
"31-316-sj2-1","2441","316","Eastgardens to Bondi Junction via Randwick Junction","Sydney Buses Network","3","00B5EF","FFFFFF"
"31-317-sj2-1","2441","317","Eastgardens to Bondi Junction via Randwick Junction and Beauchamp Rd","Sydney Buses Network","3","00B5EF","FFFFFF"
"31-323-sj2-1","2441","323","Dover Heights to Edgecliff via New South Head Rd","Sydney Buses Network","3","00B5EF","FFFFFF"
"31-324-sj2-1","2441","324","Watsons Bay to Walsh Bay via Old South Head Rd","Sydney Buses Network","3","00B5EF","FFFFFF"
"31-325-sj2-1","2441","325","Watsons Bay to Walsh Bay via Vaucluse Rd","Sydney Buses Network","3","00B5EF","FFFFFF"
"31-326-sj2-1","2441","326","Bondi Junction to Edgecliff via Bellevue Hill","Sydney Buses Network","3","00B5EF","FFFFFF"
"31-327-sj2-1","2441","327","Bondi Junction to Edgecliff via Bellevue Rd and Manning Rd","Sydney Buses Network","3","00B5EF","FFFFFF"
"31-328-sj2-1","2441","328","Darling Point to Bondi Junction via Edgecliff","Sydney Buses Network","3","00B5EF","FFFFFF"
"31-333-sj2-1","2441","333","PrePay Only - North Bondi to City Circular Quay","Sydney Buses Network","3","00B5EF","FFFFFF"
